Transaction_ID,User_ID,Age,Gender,Monthly_Allowance,Parent_Budget_Level,Financial_Profile,Transaction_Date,Day_of_Week,Month,Time_of_Day,Merchant_Category,Amount,Payment_Method,Is_Weekend,Previous_Savings,Current_Savings,Saving_Rate,Spending_Ratio,Avg_Last_7_Transactions,Avg_Last_30_Days,Spending_Trend,Consecutive_Spending_Days,Cafe_Spending_Ratio,Education_Spending_Ratio,Entertainment_Ratio,Weekend_Spending_Ratio,Transaction_Frequency,Device_Changed,Location_Changed,High_Amount_Flag,Night_Transaction,Rapid_Transactions,Fraud_Risk_Score,AI_Label,AI_Reason,Recommended_Action
TX02357,U093,18,Male,531,Medium,Saver,2026-05-14,Thursday,May,Morning,Education,95.3,Card,0,1534.76,1532.45,2.89,0.18,104.96,92.93,0.0,2,0.08,0.25,0.0,0.22,12,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02358,U131,18,Male,417,Low,Saver,2026-06-07,Sunday,June,Afternoon,Transportation,22.1,Bank_Transfer,0,1251,1251,3.0,0.05,51.48,73.07,-45.1,1,0.12,0.18,0.18,0.15,17,0,0,0,0,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02359,U105,12,Male,958,Medium,Spender,2026-04-25,Saturday,April,Night,Unknown_Online,423.59,Bank_Transfer,1,0,0,0.0,0.44,148.41,127.11,0.0,2,0.23,0.08,0.46,0.78,13,0,0,1,1,0,43,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02360,U134,16,Male,526,High,Saver,2026-02-23,Monday,February,Night,Family_Budget,202.01,Card,0,1435.75,1424.85,2.71,0.38,64.64,70.35,0.0,2,0.14,0.0,0.07,0.04,14,0,0,1,1,0,34,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02361,U114,15,Male,1414,Low,Spender,2026-05-19,Tuesday,May,Evening,Shopping,104.98,Apple_Pay,0,0,0,0.0,0.07,98.59,123.85,0.0,1,0.14,0.07,0.29,0.41,14,0,0,0,0,1,14,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02362,U150,12,Male,770,Medium,Balanced,2026-05-04,Monday,May,Afternoon,Education,140.43,Card,0,438.22,421.01,0.55,0.18,120.08,98.21,0.0,1,0.07,0.14,0.29,0.21,14,0,1,0,0,0,18,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02363,U006,15,Female,600,Medium,Saver,2026-06-13,Saturday,June,Evening,Savings_Deposit,173.84,Bank_Transfer,1,1040.19,1214.03,2.02,0.29,65.76,73.64,0.0,1,0.17,0.17,0.17,0.42,12,0,0,0,0,0,5,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX02364,U001,12,Male,678,High,Balanced,2026-02-03,Tuesday,February,Evening,Savings_Deposit,123.83,Apple_Pay,0,597.82,721.65,1.06,0.18,151.05,132.43,0.0,3,0.14,0.14,0.14,0.06,14,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX02365,U054,15,Male,712,High,Saver,2026-05-01,Friday,May,Afternoon,Family_Budget,92.95,Cash,1,633.47,633.15,0.89,0.13,112.93,114.62,-91.06,1,0.12,0.24,0.0,0.08,17,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02366,U032,12,Female,964,High,Balanced,2026-01-06,Tuesday,January,Afternoon,Cafe_Restaurant,51.47,Cash,0,191.34,188.44,0.2,0.05,120.14,119.02,0.0,2,0.07,0.0,0.14,0.29,14,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02367,U130,18,Male,843,Low,Saver,2026-06-29,Monday,June,Evening,Unknown_Online,256.17,Bank_Transfer,0,678.04,665.97,0.79,0.3,135.34,95.82,72.27,2,0.06,0.35,0.41,0.22,17,0,0,1,0,0,36,Needs_Attention,Spending behavior is increasing or repeated over several consecutive days.,Send a gentle alert and offer a budgeting mini-quiz.
TX02368,U158,16,Female,609,High,Balanced,2026-05-18,Monday,May,Evening,Cafe_Restaurant,38.2,Apple_Pay,0,729.82,727.14,1.19,0.06,122.44,139.88,-6.93,1,0.18,0.12,0.18,0.47,17,0,0,0,0,0,1,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02369,U132,15,Male,854,Medium,Balanced,2026-03-29,Sunday,March,Afternoon,Cafe_Restaurant,33.73,Card,0,261.28,260.49,0.31,0.04,99.29,86.46,0.0,1,0.36,0.09,0.09,0.35,11,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02370,U044,14,Female,666,Low,Saver,2026-02-17,Tuesday,February,Evening,Shopping,115.86,Apple_Pay,0,1270.78,1268.17,1.9,0.17,67.0,84.44,-45.4,3,0.0,0.24,0.12,0.27,17,0,0,0,0,0,1,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02371,U030,18,Male,1413,High,Spender,2026-01-03,Saturday,January,Evening,Entertainment,135.48,Bank_Transfer,1,1.47,0,0.0,0.1,141.03,114.08,70.27,3,0.19,0.06,0.19,0.33,16,0,0,0,0,0,4,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02372,U085,13,Male,934,High,Balanced,2026-04-18,Saturday,April,Evening,Shopping,370.64,Apple_Pay,1,582.31,531.38,0.57,0.4,144.48,125.07,0.0,2,0.0,0.18,0.09,0.32,11,0,0,1,0,0,15,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02373,U033,13,Female,369,Low,Saver,2026-01-24,Saturday,January,Night,Entertainment,48.97,Card,1,864.36,864.13,2.34,0.13,86.24,80.76,0.0,3,0.08,0.38,0.08,0.32,13,0,0,0,1,0,12,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02374,U132,15,Male,854,Medium,Balanced,2026-05-19,Tuesday,May,Evening,Family_Budget,104.66,Card,0,260.49,249.06,0.29,0.12,95.6,81.67,0.0,1,0.33,0.08,0.08,0.31,12,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02375,U020,16,Female,990,High,Balanced,2026-06-17,Wednesday,June,Afternoon,Cafe_Restaurant,24.45,Apple_Pay,0,146.09,147.37,0.15,0.02,166.04,138.5,0.0,1,0.23,0.08,0.31,0.47,13,0,0,0,0,0,4,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02376,U092,17,Female,602,High,Balanced,2026-05-29,Friday,May,Evening,Education,80.64,Card,1,315.27,306.19,0.51,0.13,176.06,152.26,0.0,1,0.08,0.15,0.31,0.28,13,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02377,U092,17,Female,602,High,Balanced,2026-06-16,Tuesday,June,Afternoon,Transportation,36.12,Card,0,306.19,303.78,0.5,0.06,171.34,146.75,0.0,1,0.07,0.14,0.29,0.28,14,0,0,0,0,0,7,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02378,U110,15,Male,979,Medium,Spender,2026-02-27,Friday,February,Evening,Family_Budget,139.88,Bank_Transfer,1,292.47,260.94,0.27,0.14,131.21,125.22,0.0,2,0.0,0.08,0.46,0.37,13,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02379,U094,15,Male,1457,Low,Spender,2026-05-16,Saturday,May,Evening,Entertainment,62.69,Card,1,0,0,0.0,0.04,184.93,173.36,0.0,1,0.36,0.0,0.36,0.03,11,0,0,0,0,0,4,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02380,U092,17,Female,602,High,Balanced,2026-04-06,Monday,April,Afternoon,Shopping,59.07,Cash,0,303.78,297.93,0.49,0.1,154.63,138.85,0.0,2,0.07,0.13,0.27,0.27,15,0,0,0,0,0,1,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02381,U104,13,Male,721,Medium,Saver,2026-03-09,Monday,March,Afternoon,Cafe_Restaurant,31.83,Card,0,1160.59,1165.25,1.62,0.04,160.81,155.5,0.0,1,0.17,0.08,0.08,0.83,12,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02382,U033,13,Female,369,Low,Saver,2026-01-24,Saturday,January,Evening,Savings_Deposit,181.38,Card,1,864.13,1045.51,2.83,0.49,81.38,78.31,0.0,4,0.07,0.36,0.07,0.32,14,1,0,1,0,0,72,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX02383,U044,14,Female,666,Low,Saver,2026-01-06,Tuesday,January,Evening,Cafe_Restaurant,19.17,Apple_Pay,0,1268.17,1273.29,1.91,0.03,64.03,86.28,2.17,4,0.06,0.22,0.11,0.27,18,0,1,0,0,0,20,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02384,U101,14,Female,684,High,Balanced,2026-03-23,Monday,March,Evening,Gaming,540.54,Apple_Pay,0,742.91,665.25,0.97,0.79,74.65,91.42,-26.97,1,0.06,0.12,0.25,0.06,16,0,1,1,0,1,71,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX02385,U070,17,Female,1108,Low,Balanced,2026-01-30,Friday,January,Afternoon,Education,168.77,Apple_Pay,1,626.45,606.68,0.55,0.15,62.02,72.63,0.0,2,0.17,0.33,0.25,0.58,12,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02386,U156,13,Female,521,High,Balanced,2026-06-25,Thursday,June,Evening,Shopping,116.65,Cash,0,130.47,115.57,0.22,0.22,110.38,105.83,0.0,1,0.08,0.08,0.17,0.46,12,0,0,0,0,0,7,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02387,U117,15,Female,447,High,Saver,2026-02-08,Sunday,February,Morning,Education,73.31,Cash,0,493.72,492.32,1.1,0.16,121.78,121.78,0.0,1,0.0,0.25,0.5,0.05,8,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02388,U017,17,Female,456,Low,Saver,2026-05-24,Sunday,May,Morning,Shopping,42.24,Card,0,1368,1368,3.0,0.09,54.86,88.92,-17.13,2,0.0,0.22,0.06,0.55,18,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02389,U016,15,Female,962,Low,Balanced,2026-04-03,Friday,April,Morning,Cafe_Restaurant,56.01,Card,1,247.89,244.3,0.25,0.06,113.51,110.59,0.0,1,0.18,0.27,0.0,0.14,11,0,1,0,0,0,20,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02390,U133,17,Male,1103,Low,Balanced,2026-05-24,Sunday,May,Evening,Shopping,221.68,Bank_Transfer,0,399.65,371.91,0.34,0.2,137.36,125.09,0.0,1,0.09,0.27,0.18,0.36,11,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02391,U016,15,Female,962,Low,Balanced,2026-06-28,Sunday,June,Night,Family_Budget,218.05,Apple_Pay,0,244.3,216.4,0.22,0.23,115.06,105.63,0.0,1,0.17,0.25,0.0,0.11,12,0,0,0,1,0,13,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02392,U170,15,Male,1092,Low,Balanced,2026-05-03,Sunday,May,Afternoon,Education,47.72,Cash,0,286.79,285.1,0.26,0.04,61.5,146.96,-132.4,1,0.05,0.26,0.21,0.42,19,0,0,0,0,1,14,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02393,U105,12,Male,958,Medium,Spender,2026-06-01,Monday,June,Afternoon,Cafe_Restaurant,44.5,Apple_Pay,0,0,0,0.0,0.05,190.43,149.92,0.0,1,0.29,0.07,0.43,0.76,14,0,0,0,0,0,7,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02394,U159,17,Male,797,Medium,Saver,2026-02-09,Monday,February,Afternoon,Savings_Deposit,57.2,Card,0,760.57,817.77,1.03,0.07,118.08,95.97,0.0,2,0.14,0.14,0.21,0.07,14,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX02395,U019,12,Female,1478,High,Spender,2026-05-08,Friday,May,Night,Entertainment,132.15,Apple_Pay,1,0,0,0.0,0.09,247.59,168.16,0.0,1,0.2,0.07,0.4,0.65,15,0,0,0,1,0,9,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02396,U142,13,Female,556,High,Saver,2026-04-23,Thursday,April,Night,Family_Budget,144.97,Cash,0,1636.83,1630.79,2.93,0.26,73.97,77.98,0.0,1,0.09,0.09,0.09,0.23,11,0,0,0,1,0,9,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02397,U052,17,Male,301,High,Saver,2026-01-06,Tuesday,January,Morning,Shopping,153.33,Apple_Pay,0,893.77,884.51,2.94,0.51,64.51,64.23,0.0,2,0.0,0.17,0.25,0.44,12,0,0,1,0,0,51,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02398,U001,12,Male,678,High,Balanced,2026-03-05,Thursday,March,Evening,Unknown_Online,240.62,Card,0,721.65,688.95,1.02,0.35,155.29,131.82,0.0,1,0.13,0.13,0.13,0.05,15,1,1,1,0,0,64,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02399,U061,16,Male,955,Low,Spender,2026-02-16,Monday,February,Evening,Gaming,743.06,Apple_Pay,0,113.73,0,0.0,0.78,77.38,88.26,-23.63,2,0.28,0.11,0.39,0.1,18,1,0,1,0,0,65,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX02400,U097,12,Female,1303,High,Spender,2026-06-03,Wednesday,June,Evening,Shopping,104.51,Apple_Pay,0,0,0,0.0,0.08,157.39,130.42,0.0,1,0.13,0.07,0.33,0.12,15,0,0,0,0,0,5,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02401,U006,15,Female,600,Medium,Saver,2026-03-28,Saturday,March,Evening,Education,42.29,Bank_Transfer,1,1214.03,1216.65,2.03,0.07,86.06,81.99,0.0,2,0.15,0.23,0.15,0.45,13,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02402,U075,14,Female,417,Low,Saver,2026-03-21,Saturday,March,Evening,Education,66.08,Cash,1,1073.37,1072.25,2.57,0.16,65.93,71.16,0.0,2,0.0,0.42,0.08,0.55,12,0,0,0,0,0,1,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02403,U114,15,Male,1414,Low,Spender,2026-06-12,Friday,June,Afternoon,Family_Budget,93.69,Apple_Pay,1,0,0,0.0,0.07,104.8,122.5,0.0,1,0.13,0.07,0.27,0.44,15,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02404,U137,17,Female,1120,Medium,Balanced,2026-03-12,Thursday,March,Evening,Shopping,96.67,Card,0,357.75,348.85,0.31,0.09,86.72,172.89,-175.3,2,0.21,0.05,0.05,0.43,19,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02405,U015,12,Female,1487,High,Spender,2026-03-27,Friday,March,Afternoon,Cafe_Restaurant,59.77,Cash,1,0,0,0.0,0.04,311.22,189.46,-32.41,2,0.22,0.17,0.39,0.24,18,0,0,0,0,0,2,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02406,U138,14,Female,754,Medium,Saver,2026-03-10,Tuesday,March,Afternoon,Cafe_Restaurant,31.75,Apple_Pay,0,598.56,603.56,0.8,0.04,114.35,98.91,0.0,1,0.1,0.2,0.1,0.75,10,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02407,U159,17,Male,797,Medium,Saver,2026-01-31,Saturday,January,Evening,Unknown_Online,505.31,Card,1,817.77,785.32,0.99,0.63,120.24,93.2,0.0,3,0.13,0.13,0.2,0.38,15,1,1,1,0,1,100,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX02408,U102,14,Female,931,High,Balanced,2026-03-31,Tuesday,March,Night,Cafe_Restaurant,66.59,Bank_Transfer,0,367.84,362.51,0.39,0.07,65.89,61.17,0.0,3,0.22,0.0,0.22,0.3,9,0,0,0,1,0,16,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02409,U127,16,Female,808,Low,Saver,2026-05-08,Friday,May,Afternoon,Unknown_Online,131.02,Card,1,1345.58,1343.18,1.66,0.16,74.71,69.81,0.0,2,0.14,0.29,0.14,0.51,14,0,0,0,0,0,17,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02410,U033,13,Female,369,Low,Saver,2026-05-26,Tuesday,May,Afternoon,Entertainment,20.01,Card,0,1045.51,1047.6,2.84,0.05,99.12,85.67,0.0,1,0.07,0.33,0.13,0.31,15,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02411,U166,15,Male,1564,Low,Spender,2026-05-08,Friday,May,Evening,Family_Budget,204.07,Cash,1,179.35,133.63,0.09,0.13,95.05,83.79,0.0,1,0.0,0.1,0.6,0.57,10,0,0,0,0,0,5,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02412,U015,12,Female,1487,High,Spender,2026-04-24,Friday,April,Evening,Shopping,207.35,Apple_Pay,1,0,0,0.0,0.14,296.77,182.26,-26.13,1,0.21,0.16,0.37,0.29,19,0,0,0,0,0,3,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02413,U110,15,Male,979,Medium,Spender,2026-04-26,Sunday,April,Morning,Shopping,65.92,Card,0,260.94,247.16,0.25,0.07,139.68,126.35,0.0,1,0.0,0.07,0.43,0.35,14,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02414,U126,15,Male,602,Low,Saver,2026-02-18,Wednesday,February,Afternoon,Savings_Deposit,125.18,Apple_Pay,0,1450.87,1576.05,2.62,0.21,72.32,68.93,-0.15,2,0.12,0.24,0.06,0.0,17,0,1,0,0,0,18,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX02415,U023,12,Female,534,Medium,Saver,2026-02-18,Wednesday,February,Night,Family_Budget,44.57,Apple_Pay,0,489.49,491.26,0.92,0.08,69.16,63.15,0.0,3,0.08,0.17,0.08,0.0,12,0,0,0,1,0,13,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02416,U154,18,Female,1019,Low,Balanced,2026-03-27,Friday,March,Night,Cafe_Restaurant,52.13,Card,1,337.3,334.57,0.33,0.05,85.14,84.12,0.0,2,0.4,0.1,0.2,0.59,10,0,0,0,1,0,10,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02417,U143,18,Female,631,Medium,Saver,2026-01-22,Thursday,January,Night,Savings_Deposit,98.25,Card,0,640.22,738.47,1.17,0.16,81.52,86.08,23.66,3,0.11,0.11,0.11,0.25,18,0,0,0,1,0,9,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX02418,U049,12,Male,659,Medium,Saver,2026-01-04,Sunday,January,Morning,Family_Budget,214.74,Card,0,1418.49,1407.9,2.14,0.33,63.32,69.15,0.0,2,0.13,0.07,0.2,0.0,15,0,0,1,0,0,24,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02419,U029,15,Female,510,Medium,Balanced,2026-05-29,Friday,May,Evening,Education,103.01,Card,1,646.95,634.05,1.24,0.2,93.13,136.68,-85.29,2,0.0,0.31,0.19,0.75,16,0,0,0,0,0,5,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02420,U109,16,Male,680,Low,Balanced,2026-02-11,Wednesday,February,Afternoon,Family_Budget,144.0,Card,0,227.45,209.25,0.31,0.21,81.4,84.73,25.32,2,0.24,0.12,0.24,0.47,17,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02421,U128,16,Male,1093,High,Balanced,2026-05-23,Saturday,May,Night,Cafe_Restaurant,53.45,Card,1,102.48,99.93,0.09,0.05,100.34,100.34,0.0,1,0.14,0.29,0.43,0.66,7,0,0,0,1,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02422,U165,15,Male,567,Low,Balanced,2026-03-11,Wednesday,March,Night,Shopping,101.37,Bank_Transfer,0,163.85,151.48,0.27,0.18,86.26,86.16,0.0,1,0.21,0.21,0.07,0.03,14,0,0,0,1,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02423,U040,17,Male,1153,Medium,Balanced,2026-03-04,Wednesday,March,Afternoon,Entertainment,134.24,Apple_Pay,0,623.82,609.45,0.53,0.12,233.49,150.31,196.07,2,0.19,0.06,0.19,0.28,16,0,0,0,0,0,1,Needs_Attention,Spending behavior is increasing or repeated over several consecutive days.,Send a gentle alert and offer a budgeting mini-quiz.
TX02424,U037,14,Female,657,Low,Saver,2026-05-01,Friday,May,Evening,Savings_Deposit,101.54,Card,1,928.0,1029.54,1.57,0.15,49.62,84.46,-69.87,1,0.22,0.22,0.17,0.3,18,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX02425,U162,18,Male,822,Low,Spender,2026-03-12,Thursday,March,Evening,Family_Budget,283.1,Cash,0,0,0,0.0,0.34,159.36,149.28,0.0,1,0.18,0.0,0.27,0.3,11,0,0,1,0,0,23,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX02426,U167,12,Male,797,Medium,Balanced,2026-04-30,Thursday,April,Night,Shopping,139.35,Card,0,25.43,8.51,0.01,0.17,147.43,136.81,49.13,2,0.3,0.15,0.05,0.22,20,0,0,0,1,1,32,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02427,U049,12,Male,659,Medium,Saver,2026-04-17,Friday,April,Morning,Education,54.68,Card,1,1407.9,1410.12,2.14,0.08,86.71,78.86,-0.78,1,0.12,0.12,0.19,0.07,16,0,0,0,0,0,3,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02428,U172,14,Male,378,Low,Saver,2026-05-28,Thursday,May,Afternoon,Savings_Deposit,106.68,Apple_Pay,0,1091.32,1134,3.0,0.28,97.85,90.37,0.0,2,0.17,0.25,0.0,0.74,12,0,0,0,0,0,12,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX02429,U135,15,Female,443,Medium,Saver,2026-05-20,Wednesday,May,Evening,Savings_Deposit,53.14,Cash,0,784.85,837.99,1.89,0.12,92.55,103.97,0.0,1,0.17,0.08,0.17,0.41,12,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX02430,U016,15,Female,962,Low,Balanced,2026-05-07,Thursday,May,Afternoon,Cafe_Restaurant,58.76,Cash,0,216.4,212.4,0.22,0.06,141.08,115.0,0.0,2,0.23,0.23,0.0,0.11,13,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02431,U028,18,Female,1117,Low,Balanced,2026-05-23,Saturday,May,Evening,Transportation,21.54,Apple_Pay,1,256.91,259.27,0.23,0.02,203.99,168.49,0.0,1,0.21,0.0,0.07,0.23,14,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02432,U139,17,Male,857,Low,Balanced,2026-01-05,Monday,January,Morning,Entertainment,101.74,Apple_Pay,0,691.58,680.61,0.79,0.12,165.92,132.69,0.0,2,0.07,0.21,0.29,0.55,14,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02433,U020,16,Female,990,High,Balanced,2026-04-14,Tuesday,April,Evening,Shopping,70.78,Cash,0,147.37,141.71,0.14,0.07,146.16,129.73,0.0,2,0.21,0.07,0.29,0.45,14,0,0,0,0,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02434,U089,13,Male,505,Medium,Balanced,2026-06-01,Monday,June,Evening,Cafe_Restaurant,32.6,Bank_Transfer,0,74.5,72.13,0.14,0.06,160.21,122.59,0.0,1,0.17,0.17,0.25,0.25,12,0,0,0,0,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX02435,U130,18,Male,843,Low,Saver,2026-04-22,Wednesday,April,Evening,Family_Budget,45.41,Bank_Transfer,0,665.97,670.77,0.8,0.05,163.5,105.25,120.1,3,0.06,0.33,0.39,0.21,18,0,0,0,0,0,3,Needs_Attention,Spending behavior is increasing or repeated over several consecutive days.,Send a gentle alert and offer a budgeting mini-quiz.
TX02436,U147,12,Female,1089,High,Balanced,2026-03-02,Monday,March,Afternoon,Education,97.69,Apple_Pay,0,1200.41,1191.2,1.09,0.09,230.35,156.05,0.0,2,0.33,0.13,0.2,0.08,15,0,0,0,0,0,7,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX02437,U155,15,Female,573,Medium,Saver,2026-06-07,Sunday,June,Afternoon,Cafe_Restaurant,25.5,Apple_Pay,0,1188.4,1192.09,2.08,0.04,113.77,123.12,0.0,2,0.07,0.14,0.29,0.07,14,0,0,0,0,0,1,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
